act_symbol,date,when
INSM,2021-10-28,Before market open
INSM,2022-02-17,Before market open
INSM,2022-05-05,Before market open
INSM,2022-08-04,Before market open
INSM,2022-10-27,Before market open
INSM,2023-02-23,Before market open
INSM,2023-05-04,Before market open
INSM,2023-08-03,Before market open
INSM,2023-10-26,Before market open
INSM,2024-02-22,Before market open
INSM,2024-05-09,Before market open
INSM,2024-08-01,
INSM,2024-10-31,Before market open
INSM,2025-02-20,Before market open
INSM,2025-05-08,Before market open
INSM,2025-08-07,Before market open
INSP,2020-02-25,After market close
INSP,2020-05-05,After market close
INSP,2020-08-04,After market close
INSP,2020-11-02,After market close
INSP,2021-02-23,After market close
INSP,2021-05-04,After market close
INSP,2021-08-03,After market close
INSP,2021-11-02,After market close
INSP,2022-02-08,After market close
INSP,2022-05-03,After market close
INSP,2022-08-02,After market close
INSP,2022-11-01,After market close
INSP,2023-02-07,After market close
INSP,2023-05-02,After market close
INSP,2023-08-01,After market close
INSP,2023-11-07,After market close
INSP,2024-02-06,After market close
INSP,2024-05-07,After market close
INSP,2024-08-06,After market close
INSP,2024-11-04,After market close
INSP,2025-02-10,After market close
INSP,2025-05-05,After market close
INSP,2025-08-04,After market close
INST,2020-02-18,
INST,2020-02-25,
INST,2020-03-03,
INST,2020-03-10,
INST,2021-11-08,After market close
INST,2022-02-17,After market close
INST,2022-05-02,After market close
INST,2022-08-01,After market close
INST,2022-11-01,After market close
INST,2023-02-13,After market close
INST,2023-05-01,After market close
INST,2023-07-31,After market close
INST,2023-10-30,After market close
INST,2024-02-20,After market close
INST,2024-05-08,After market close
INST,2024-08-01,After market close
INST,2024-11-04,
INSW,2020-03-03,Before market open
INSW,2020-05-07,Before market open
INSW,2020-08-07,Before market open
INSW,2020-11-06,Before market open
INSW,2021-03-12,Before market open
INSW,2021-05-06,Before market open
INSW,2021-08-09,Before market open
INSW,2021-11-09,Before market open
INSW,2022-03-02,Before market open
INSW,2022-05-04,Before market open
INSW,2022-08-09,Before market open
INSW,2022-11-08,Before market open
INSW,2023-02-28,Before market open
INSW,2023-05-05,Before market open
INSW,2023-08-09,Before market open
INSW,2023-11-07,Before market open
INSW,2024-02-29,Before market open
INSW,2024-05-08,Before market open
INSW,2024-08-07,Before market open
INSW,2024-11-07,Before market open
INSW,2025-02-27,Before market open
INSW,2025-05-08,Before market open
INSW,2025-08-06,Before market open
INT,2020-02-27,After market close
INT,2020-04-30,After market close
INT,2020-07-30,After market close
INT,2020-10-29,After market close
INT,2021-02-25,After market close
INT,2021-04-29,After market close
INT,2021-07-29,After market close
INT,2021-10-28,After market close
INT,2022-02-24,After market close
INT,2022-04-28,After market close
INT,2022-07-28,After market close
